StationID,Year,Month,Day,Latitude,Longitude,StreamDischargeCFS,Air TemperatureC
14166000,2001,9,10,44.2704,236.82629,4000,17.3028
14166000,2001,9,11,44.2704,236.82629,3940,16.2
14166000,2001,9,12,44.2704,236.82629,3970,14.3122
14166000,2001,9,13,44.2704,236.82629,3980,12.5521
14166000,2001,9,14,44.2704,236.82629,3990,12.4817
14166000,2001,9,15,44.2704,236.82629,4050,14.873
14166000,2001,9,16,44.2704,236.82629,4060,14.8339
14166000,2001,9,17,44.2704,236.82629,4050,15.7707
14166000,2001,9,18,44.2704,236.82629,3990,13.8398
14166000,2001,9,19,44.2704,236.82629,4700,12.9542
14166000,2001,9,20,44.2704,236.82629,4850,15.2345
14166000,2001,9,21,44.2704,236.82629,4840,15.8501
14166000,2001,9,22,44.2704,236.82629,4780,16.8428
14166000,2001,9,23,44.2704,236.82629,4800,12.963
14166000,2001,9,24,44.2704,236.82629,4770,12.04
14166000,2001,9,25,44.2704,236.82629,4870,11.3007
14166000,2001,9,26,44.2704,236.82629,5020,11.7224
14166000,2001,9,27,44.2704,236.82629,5010,11.9048
14166000,2001,9,28,44.2704,236.82629,4990,12.8132
14166000,2001,9,29,44.2704,236.82629,4950,13.8036
14166000,2001,9,30,44.2704,236.82629,5030,13.834
14166000,2001,10,1,44.2704,236.82629,4990,13.0074
14166000,2001,10,2,44.2704,236.82629,4890,12.292
14166000,2001,10,3,44.2704,236.82629,4760,15.2682
14166000,2001,10,4,44.2704,236.82629,4790,14.8715
14166000,2001,10,5,44.2704,236.82629,4750,15.6764
14166000,2001,10,6,44.2704,236.82629,4770,12.7454
14166000,2001,10,7,44.2704,236.82629,4790,12.1419
14166000,2001,10,8,44.2704,236.82629,4830,12.8373
14166000,2001,10,9,44.2704,236.82629,4840,13.1496
14166000,2001,10,10,44.2704,236.82629,4880,10.7728
14166000,2001,10,11,44.2704,236.82629,5310,13.2571
14166000,2001,10,12,44.2704,236.82629,5180,12.1104
14166000,2001,10,13,44.2704,236.82629,4910,11.2953
14166000,2001,10,14,44.2704,236.82629,4800,10.3338
14166000,2001,10,15,44.2704,236.82629,4800,11.0398
14166000,2001,10,16,44.2704,236.82629,4660,15.4414
14166000,2001,10,17,44.2704,236.82629,4650,15.0472
14166000,2001,10,18,44.2704,236.82629,4690,16.8488
14166000,2001,10,19,44.2704,236.82629,4730,15.3508
14166000,2001,10,20,44.2704,236.82629,5010,13.5784
14166000,2001,10,21,44.2704,236.82629,5000,13.4041
14166000,2001,10,22,44.2704,236.82629,4940,13.4559
14166000,2001,10,23,44.2704,236.82629,6340,12.4864
14166000,2001,10,24,44.2704,236.82629,5960,10.2582
14166000,2001,10,25,44.2704,236.82629,5430,7.53403
14166000,2001,10,26,44.2704,236.82629,5210,5.31888
14166000,2001,10,27,44.2704,236.82629,5000,6.84381
14166000,2001,10,28,44.2704,236.82629,4970,10.4076
14166000,2001,10,29,44.2704,236.82629,4910,9.21408
14166000,2001,10,30,44.2704,236.82629,5050,10.1389
14166000,2001,10,31,44.2704,236.82629,5720,9.0029
14166000,2001,11,1,44.2704,236.82629,5940,8.56815
14166000,2001,11,2,44.2704,236.82629,5410,8.96634
14166000,2001,11,3,44.2704,236.82629,4980,6.39505
14166000,2001,11,4,44.2704,236.82629,4790,5.4498
14166000,2001,11,5,44.2704,236.82629,4660,6.93967
14166000,2001,11,6,44.2704,236.82629,4690,8.77148
14166000,2001,11,7,44.2704,236.82629,4550,8.42941
14166000,2001,11,8,44.2704,236.82629,4470,8.38986
14166000,2001,11,9,44.2704,236.82629,4250,8.96164
14166000,2001,11,10,44.2704,236.82629,4060,9.48965
14166000,2001,11,11,44.2704,236.82629,3960,9.52637
14166000,2001,11,12,44.2704,236.82629,4150,8.81866
14166000,2001,11,13,44.2704,236.82629,4170,10.1414
14166000,2001,11,14,44.2704,236.82629,4880,9.9675
14166000,2001,11,15,44.2704,236.82629,4990,6.70758
14166000,2001,11,16,44.2704,236.82629,5230,6.08066
14166000,2001,11,17,44.2704,236.82629,6730,8.58334
14166000,2001,11,18,44.2704,236.82629,6960,8.49228
14166000,2001,11,19,44.2704,236.82629,6180,6.83438
14166000,2001,11,20,44.2704,236.82629,6070,7.2767
14166000,2001,11,21,44.2704,236.82629,6610,6.32803
14166000,2001,11,22,44.2704,236.82629,10800,9.13583
14166000,2001,11,23,44.2704,236.82629,20500,10.4582
14166000,2001,11,24,44.2704,236.82629,16200,8.06699
14166000,2001,11,25,44.2704,236.82629,16100,9.45078
14166000,2001,11,26,44.2704,236.82629,16800,9.74545
14166000,2001,11,27,44.2704,236.82629,14400,8.01816
14166000,2001,11,28,44.2704,236.82629,13500,10.2982
14166000,2001,11,29,44.2704,236.82629,23700,7.965
14166000,2001,11,30,44.2704,236.82629,24100,7.83743
14166000,2001,12,1,44.2704,236.82629,22900,8.98056
14166000,2001,12,2,44.2704,236.82629,25900,7.20224
14166000,2001,12,3,44.2704,236.82629,22300,5.67096
14166000,2001,12,4,44.2704,236.82629,19800,4.49893
14166000,2001,12,5,44.2704,236.82629,21500,4.81671
14166000,2001,12,6,44.2704,236.82629,23800,4.97256
14166000,2001,12,7,44.2704,236.82629,32200,4.92545
14166000,2001,12,8,44.2704,236.82629,29000,5.01074
14166000,2001,12,9,44.2704,236.82629,24800,7.42905
14166000,2001,12,10,44.2704,236.82629,20700,7.93668
14166000,2001,12,11,44.2704,236.82629,18000,8.01581
14166000,2001,12,12,44.2704,236.82629,17300,8.0209
14166000,2001,12,13,44.2704,236.82629,19000,3.78751
14166000,2001,12,14,44.2704,236.82629,36700,1.45407
14166000,2001,12,15,44.2704,236.82629,34100,1.86072
14166000,2001,12,16,44.2704,236.82629,29600,2.93259
14166000,2001,12,17,44.2704,236.82629,33400,1.15891
14166000,2001,12,18,44.2704,236.82629,39200,4.97861
14166000,2001,12,19,44.2704,236.82629,40000,5.8501
14166000,2001,12,20,44.2704,236.82629,38200,7.42749
14166000,2001,12,21,44.2704,236.82629,35800,6.65601
14166000,2001,12,22,44.2704,236.82629,32600,4.9061
14166000,2001,12,23,44.2704,236.82629,26900,3.17786
14166000,2001,12,24,44.2704,236.82629,21100,4.25235
14166000,2001,12,25,44.2704,236.82629,16900,5.1456
14166000,2001,12,26,44.2704,236.82629,14700,6.0571
14166000,2001,12,27,44.2704,236.82629,11900,6.06839
14166000,2001,12,28,44.2704,236.82629,11000,9.87949
14166000,2001,12,29,44.2704,236.82629,10500,8.26974
14166000,2001,12,30,44.2704,236.82629,9950,10.4605
14166000,2001,12,31,44.2704,236.82629,11300,7.18793
14166000,2002,1,1,44.2704,236.82629,13200,9.79251
14166000,2002,1,2,44.2704,236.82629,14400,7.44745
14166000,2002,1,3,44.2704,236.82629,15900,1.34354
14166000,2002,1,4,44.2704,236.82629,14900,2.7355
14166000,2002,1,5,44.2704,236.82629,13400,1.03116
14166000,2002,1,6,44.2704,236.82629,13900,2.77072
14166000,2002,1,7,44.2704,236.82629,17300,2.37936
14166000,2002,1,8,44.2704,236.82629,22800,2.97531
14166000,2002,1,9,44.2704,236.82629,25000,3.94382
14166000,2002,1,10,44.2704,236.82629,20700,2.35495
14166000,2002,1,11,44.2704,236.82629,17800,2.21979
14166000,2002,1,12,44.2704,236.82629,16900,1.95062
14166000,2002,1,13,44.2704,236.82629,16400,0.903259
14166000,2002,1,14,44.2704,236.82629,16000,3.03616
14166000,2002,1,15,44.2704,236.82629,15200,5.78036
14166000,2002,1,16,44.2704,236.82629,14300,6.09766
14166000,2002,1,17,44.2704,236.82629,13500,5.06241
14166000,2002,1,18,44.2704,236.82629,12700,6.68723
14166000,2002,1,19,44.2704,236.82629,12900,8.00006
14166000,2002,1,20,44.2704,236.82629,14700,6.4938
14166000,2002,1,21,44.2704,236.82629,28300,4.01044
14166000,2002,1,22,44.2704,236.82629,30900,0.0917358
14166000,2002,1,23,44.2704,236.82629,24500,-1.97015
14166000,2002,1,24,44.2704,236.82629,20500,-3.41074
14166000,2002,1,25,44.2704,236.82629,22500,-2.28537
14166000,2002,1,26,44.2704,236.82629,37800,-3.29568
14166000,2002,1,27,44.2704,236.82629,30500,-0.557465
14166000,2002,1,28,44.2704,236.82629,24800,2.71805
14166000,2002,1,29,44.2704,236.82629,19000,10.3737
14166000,2002,1,30,44.2704,236.82629,15500,8.68768
14166000,2002,1,31,44.2704,236.82629,12900,7.9509
14166000,2002,2,1,44.2704,236.82629,13400,7.97568
14166000,2002,2,2,44.2704,236.82629,12000,6.1376
14166000,2002,2,3,44.2704,236.82629,10900,3.91489
14166000,2002,2,4,44.2704,236.82629,9760,4.3887
14166000,2002,2,5,44.2704,236.82629,9080,1.87735
14166000,2002,2,6,44.2704,236.82629,8580,1.83871
14166000,2002,2,7,44.2704,236.82629,11000,2.10507
14166000,2002,2,8,44.2704,236.82629,18800,2.65311
14166000,2002,2,9,44.2704,236.82629,17400,3.45074
14166000,2002,2,10,44.2704,236.82629,14200,0.595551
14166000,2002,2,11,44.2704,236.82629,12500,-0.925018
14166000,2002,2,12,44.2704,236.82629,11400,2.55264
14166000,2002,2,13,44.2704,236.82629,10600,4.27603
14166000,2002,2,14,44.2704,236.82629,9550,5.40591
14166000,2002,2,15,44.2704,236.82629,8580,6.5737
14166000,2002,2,16,44.2704,236.82629,8380,6.66547
14166000,2002,2,17,44.2704,236.82629,8060,5.13364
14166000,2002,2,18,44.2704,236.82629,7780,6.09564
14166000,2002,2,19,44.2704,236.82629,7800,9.00003
14166000,2002,2,20,44.2704,236.82629,9490,11.3451
14166000,2002,2,21,44.2704,236.82629,9320,12.2857
14166000,2002,2,22,44.2704,236.82629,9480,10.8819
14166000,2002,2,23,44.2704,236.82629,11500,8.14236
14166000,2002,2,24,44.2704,236.82629,12500,7.37961
14166000,2002,2,25,44.2704,236.82629,10600,8.09756
14166000,2002,2,26,44.2704,236.82629,9360,7.53058
14166000,2002,2,27,44.2704,236.82629,8300,6.7963
14166000,2002,2,28,44.2704,236.82629,7660,6.50565
14166000,2002,3,1,44.2704,236.82629,7210,6.90085
14166000,2002,3,2,44.2704,236.82629,6750,6.84677
14166000,2002,3,3,44.2704,236.82629,6330,8.18146
14166000,2002,3,4,44.2704,236.82629,6090,6.50351
14166000,2002,3,5,44.2704,236.82629,5990,7.32169
14166000,2002,3,6,44.2704,236.82629,6510,3.5723
14166000,2002,3,7,44.2704,236.82629,10300,4.42642
14166000,2002,3,8,44.2704,236.82629,9580,4.88605
14166000,2002,3,9,44.2704,236.82629,8190,8.08298
14166000,2002,3,10,44.2704,236.82629,7800,8.62985
14166000,2002,3,11,44.2704,236.82629,8520,8.07242
14166000,2002,3,12,44.2704,236.82629,15500,6.97147
14166000,2002,3,13,44.2704,236.82629,17600,9.33005
14166000,2002,3,14,44.2704,236.82629,16400,11.2065
14166000,2002,3,15,44.2704,236.82629,14800,10.3321
14166000,2002,3,16,44.2704,236.82629,14500,10.6899
14166000,2002,3,17,44.2704,236.82629,13600,11.0307
14166000,2002,3,18,44.2704,236.82629,11100,11.1175
14166000,2002,3,19,44.2704,236.82629,10300,5.75577
14166000,2002,3,20,44.2704,236.82629,10000,6.35208
14166000,2002,3,21,44.2704,236.82629,10100,9.93677
14166000,2002,3,22,44.2704,236.82629,10200,12.1203
14166000,2002,3,23,44.2704,236.82629,11500,12.5591
14166000,2002,3,24,44.2704,236.82629,14400,8.61234
14166000,2002,3,25,44.2704,236.82629,14600,10.9723
14166000,2002,3,26,44.2704,236.82629,13300,11.4862
14166000,2002,3,27,44.2704,236.82629,11700,12.7321
14166000,2002,3,28,44.2704,236.82629,10600,14.4972
14166000,2002,3,29,44.2704,236.82629,9800,12.9828
14166000,2002,3,30,44.2704,236.82629,9630,10.6148
14166000,2002,3,31,44.2704,236.82629,10800,9.17303
14166000,2002,4,1,44.2704,236.82629,10800,8.90347
14166000,2002,4,2,44.2704,236.82629,10200,8.55804
14166000,2002,4,3,44.2704,236.82629,10100,11.3675
14166000,2002,4,4,44.2704,236.82629,10300,11.6597
14166000,2002,4,5,44.2704,236.82629,10600,9.96222
14166000,2002,4,6,44.2704,236.82629,10100,9.87875
14166000,2002,4,7,44.2704,236.82629,9650,10.4126
14166000,2002,4,8,44.2704,236.82629,9530,9.91202
14166000,2002,4,9,44.2704,236.82629,9690,13.499
14166000,2002,4,10,44.2704,236.82629,11900,15.235
14166000,2002,4,11,44.2704,236.82629,14000,16.8279
14166000,2002,4,12,44.2704,236.82629,13100,16.0452
14166000,2002,4,13,44.2704,236.82629,14000,14.8488
14166000,2002,4,14,44.2704,236.82629,23600,17.0168
14166000,2002,4,15,44.2704,236.82629,34400,19.1021
14166000,2002,4,16,44.2704,236.82629,31400,16.6913
14166000,2002,4,17,44.2704,236.82629,27100,16.1222
14166000,2002,4,18,44.2704,236.82629,25600,14.57
14166000,2002,4,19,44.2704,236.82629,22200,13.2562
14166000,2002,4,20,44.2704,236.82629,18100,13.396
14166000,2002,4,21,44.2704,236.82629,15700,13.027
14166000,2002,4,22,44.2704,236.82629,13600,13.387
14166000,2002,4,23,44.2704,236.82629,12000,13.5385
14166000,2002,4,24,44.2704,236.82629,10800,14.8124
14166000,2002,4,25,44.2704,236.82629,9840,14.9896
14166000,2002,4,26,44.2704,236.82629,9440,13.1066
